,full_text,date,employee_title,location,employee_status,review_title,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,Hosp_Name
26,"July 25, 2017
Helpful (9)
""Avoid at all costs""
Current Employee - Pharmacist in Rockford, IL
Doesn't Recommend
Negative Outlook
Disapproves of CEO
I have been working at Mercyhealth full-time for more than 10 years
Pros
Pay is decent here. It's the only positive I can think of. Sorry to say I cannot think of anything else positive.
Cons
Horrible company. Benefits are atrocious. But the worst is management. They are too concerned with patting themselves on the back to care about what the employees actually think. IF you desire to only have a job that you hate doing and don't want to advance in your clinical knowledge or advance in your career, then MercyHealth system is for you. Otherwise, please avoid at all costs. I will emphasize again-...
Show More
Advice to Management
Listen to your employees! We are the ones interacting with patients and staff every day, yet what we have to say is discarded without any thought. It is a shame.
Helpful (9)",Tue Jul 25 2017 07:14:40 GMT-0400 (Eastern Daylight Time), Pharmacist,"Rockford, IL",Current Employee ,Avoid at all costs,1.0,1.0,1.0,1.0,2.0,1.0,Mercyhealth Javon Bea Rockford
27,"April 21, 2017
""Hospice Social WorkerW""
Former Employee - Hospice Social Worker in Rockford, IL
Doesn't Recommend
Neutral Outlook
No opinion of CEO
I worked at Mercyhealth full-time for more than a year
Pros
Well paid if not on call without being paid. Colleagues, other than the Director, were great to work with.
Cons
High turn- over in Mgmt and staff; unpaid and high on-call hours,
Advice to Management
Reduce hrs.or pay Social Workers for on-call which is consistent with other hospices in town. Reduce duplication in charting.
Helpful",Fri Apr 21 2017 13:16:11 GMT-0400 (Eastern Daylight Time), Hospice Social Worker,"Rockford, IL",Former Employee ,Hospice Social WorkerW,2.0,1.0,1.0,1.0,2.0,1.0,Mercyhealth Javon Bea Rockford
28,"October 20, 2015
Helpful (2)
""Summer Intern""
Former Intern - Intern in Rockford, IL
I worked at Mercyhealth for less than a year
Pros
Very friendly environment. Feels like a family when you are working in the clinic office. Everyone knows everyone and they make people feel comfortable. The managers are all very qualified individuals and they manage meetings extremely well. You gain an intense amount of real world experience and you see how things work. The amount of knowledge you receive is just amazing.
Cons
As an intern you have a lot of down time. When everyone else is busy you sometimes get left with no work. Somedays I sat at my desk all day just studying for the GRE since there wasn't enough work.
Helpful (2)",Tue Oct 20 2015 11:30:46 GMT-0400 (Eastern Daylight Time), Intern,"Rockford, IL",Former Intern ,Summer Intern,5.0,4.0,5.0,2.0,2.0,5.0,Mercyhealth Javon Bea Rockford
29,"August 21, 2015
Helpful (1)
""Great place to work""
Former Employee - VNA Home Medical Equipment Manager in Rockford, IL
Recommends
Positive Outlook
I worked at Mercyhealth full-time for more than a year
Pros
Great sense of pride working with interdisciplinary team of healthcare professionals who value treating the patient with safe, reliable, and respectful care. Excellent leadership and staff engagement.
Cons
economic status of community is challenging and has impact on financial condition of health system.
Advice to Management
Continue to explore diverse reimbursement as the State of Illinois Medicaid system is broken.
Helpful (1)",Fri Aug 21 2015 06:34:33 GMT-0400 (Eastern Daylight Time), VNA Home Medical Equipment Manager,"Rockford, IL",Former Employee ,Great place to work,5.0,4.0,5.0,5.0,5.0,5.0,Mercyhealth Javon Bea Rockford
0,"December 9, 2019
""Establishing a Foothold in the Midwest""
Former Employee - Manager in Bolingbrook, IL
Positive Outlook
I worked at AMITA Health full-time for more than 5 years
Pros
Amita is a fair and faith based organization trying to establish a foothold in the Midwest, particularly the Chicago market when they acquired Presence Health.
Cons
Amita isn't as transparent as they could be or claim to be and sometimes lacks the vision that other policies and procedures should be adapted when obviously more beneficial than the current.
Advice to Management
Keep an open mind for new business processes and technology from other healthcare organizations.
Helpful",Mon Dec 09 2019 07:56:39 GMT-0500 (Eastern Standard Time), Manager,"Bolingbrook, IL",Former Employee ,Establishing a Foothold in the Midwest,4.0,3.0,4.0,4.0,4.0,,Health Adventist Medical Center Bolingbrook - AMITA
1,"January 25, 2019
""Medical Assistant""
Former Employee - Certified Medical Assistant in Bolingbrook, IL
Recommends
Neutral Outlook
I worked at AMITA Health full-time for more than 3 years
Pros
Great benefits. Great company to work for.
Cons
Technology not uptodate.
Management not always available.
Advice to Management
Consistency within the departments
Helpful",Fri Jan 25 2019 18:43:49 GMT-0500 (Eastern Standard Time), Certified Medical Assistant,"Bolingbrook, IL",Former Employee ,Medical Assistant,4.0,3.0,4.0,3.0,4.0,3.0,Health Adventist Medical Center Bolingbrook - AMITA
2,"August 23, 2017
""PCT""
Former Employee - Anonymous Employee in Bolingbrook, IL
Recommends
Neutral Outlook
I worked at AMITA Health full-time for more than a year
Pros
Company cared for their employees, paid fairly, and flexible with hours.
Cons
Sometimes not able to receive hours that were requested.
Advice to Management
Keep up the good work.
Helpful",Wed Aug 23 2017 08:41:42 GMT-0400 (Eastern Daylight Time),,"Bolingbrook, IL",Former Employee ,PCT,5.0,5.0,5.0,4.0,4.0,5.0,Health Adventist Medical Center Bolingbrook - AMITA
3,"June 19, 2016
Helpful (1)
""Customer Service/Billing""
Former Employee - Anonymous Employee in Bolingbrook, IL
Doesn't Recommend
Negative Outlook
I worked at AMITA Health full-time for more than a year
Pros
Fairly flexible schedules with understanding of time off needs. Many good people to work with.
Cons
Constant meetings yet communication often still seemed lacking.
Advice to Management
It's all changed now, so I wouldn't even know to whom to give the advice.
Helpful (1)",Sun Jun 19 2016 00:50:53 GMT-0400 (Eastern Daylight Time),,"Bolingbrook, IL",Former Employee ,Customer Service/Billing,2.0,4.0,2.0,1.0,2.0,2.0,Health Adventist Medical Center Bolingbrook - AMITA
4,"May 14, 2016
Helpful (1)
""Regional Resource Nurse""
Current Freelancer - Regional Resource RN in Bolingbrook, IL
I have been working at AMITA Health for more than 5 years
Pros
Flexible schedule with this position. Manager is supportive and reasonable. Most employees are friendly and compassionate. I like that it is a faith-based institution, more ethical in my opinion
Cons
Constant change to documentation. This can take away from patient care instead of adding to it.
Advice to Management
The pilot of primary care is not realistic, consistent or efficient. Delays in care occur when the nurse has to give medication and take everyone to the bathroom. Patients do not want to wait for their pain medication.
Helpful (1)",Sat May 14 2016 09:53:02 GMT-0400 (Eastern Daylight Time), Regional Resource RN,"Bolingbrook, IL",Current Freelancer ,Regional Resource Nurse,4.0,,,,,,Health Adventist Medical Center Bolingbrook - AMITA
5,"November 4, 2015
""Food Service""
Current Employee - Food Service in Bolingbrook, IL
Doesn't Recommend
Negative Outlook
No opinion of CEO
I have been working at AMITA Health part-time for more than 3 years
Pros
You're surrounded by some very smart doctors. Not all the nurses are rude. Some are absolutely great and are doing what they're meant to do in life. ABH really cares about their employees- recognition, gifts, etc
Cons
Many rude nurses- they complain when you don't do something, but then went you do it they're unappreciated of it and are sassy. Census is not usually stable. Patients do not always come first- nurses and PCTs will walk straight in and out of ISOLATION rooms without protection and then into another room and will talk about patients negatively- not cool.
Advice to Management
Hire nurses who have a true passion for what they do
Helpful",Wed Nov 04 2015 05:30:08 GMT-0500 (Eastern Standard Time), Food Service,"Bolingbrook, IL",Current Employee ,Food Service,3.0,4.0,3.0,4.0,4.0,4.0,Health Adventist Medical Center Bolingbrook - AMITA
6,"September 15, 2015
""Sr. Director""
Current Employee - Senior Director in Bolingbrook, IL
Recommends
Positive Outlook
I have been working at AMITA Health full-time for more than 5 years
Pros
Great People! Management is pretty good and does seem to care about people. Really strong mission!!! Bennies are decent
Cons
Salaries could be bumped. I have fallen so far behind my peers I needed to leave just to catch up. Also Career growth for leaders who are not at Corporate are limited.
Advice to Management
Times are better in the job market, your going to lose good employees because you are not keeping up with the market.
Helpful",Tue Sep 15 2015 10:22:25 GMT-0400 (Eastern Daylight Time), Senior Director,"Bolingbrook, IL",Current Employee ,Sr. Director,4.0,3.0,5.0,3.0,3.0,4.0,Health Adventist Medical Center Bolingbrook - AMITA
7,"August 23, 2017
""PCT""
Former Employee - Anonymous Employee in Bolingbrook, IL
Recommends
Neutral Outlook
I worked at AMITA Health full-time for more than a year
Pros
Company cared for their employees, paid fairly, and flexible with hours.
Cons
Sometimes not able to receive hours that were requested.
Advice to Management
Keep up the good work.
Helpful",Wed Aug 23 2017 08:41:42 GMT-0400 (Eastern Daylight Time),,"Bolingbrook, IL",Former Employee ,PCT,5.0,5.0,5.0,4.0,4.0,5.0,Health Adventist Medical Center Bolingbrook - AMITA
8,"December 9, 2019
""Establishing a Foothold in the Midwest""
Former Employee - Manager in Bolingbrook, IL
Positive Outlook
I worked at AMITA Health full-time for more than 5 years
Pros
Amita is a fair and faith based organization trying to establish a foothold in the Midwest, particularly the Chicago market when they acquired Presence Health.
Cons
Amita isn't as transparent as they could be or claim to be and sometimes lacks the vision that other policies and procedures should be adapted when obviously more beneficial than the current.
Advice to Management
Keep an open mind for new business processes and technology from other healthcare organizations.
Helpful",Mon Dec 09 2019 07:56:39 GMT-0500 (Eastern Standard Time), Manager,"Bolingbrook, IL",Former Employee ,Establishing a Foothold in the Midwest,4.0,3.0,4.0,4.0,4.0,,Health Adventist Medical Center Bolingbrook - AMITA
9,"January 25, 2019
""Medical Assistant""
Former Employee - Certified Medical Assistant in Bolingbrook, IL
Recommends
Neutral Outlook
I worked at AMITA Health full-time for more than 3 years
Pros
Great benefits. Great company to work for.
Cons
Technology not uptodate.
Management not always available.
Advice to Management
Consistency within the departments
Helpful",Fri Jan 25 2019 18:43:49 GMT-0500 (Eastern Standard Time), Certified Medical Assistant,"Bolingbrook, IL",Former Employee ,Medical Assistant,4.0,3.0,4.0,3.0,4.0,3.0,Health Adventist Medical Center Bolingbrook - AMITA
10,"June 19, 2016
Helpful (1)
""Customer Service/Billing""
Former Employee - Anonymous Employee in Bolingbrook, IL
Doesn't Recommend
Negative Outlook
I worked at AMITA Health full-time for more than a year
Pros
Fairly flexible schedules with understanding of time off needs. Many good people to work with.
Cons
Constant meetings yet communication often still seemed lacking.
Advice to Management
It's all changed now, so I wouldn't even know to whom to give the advice.
Helpful (1)",Sun Jun 19 2016 00:50:53 GMT-0400 (Eastern Daylight Time),,"Bolingbrook, IL",Former Employee ,Customer Service/Billing,2.0,4.0,2.0,1.0,2.0,2.0,Health Adventist Medical Center Bolingbrook - AMITA
11,"May 14, 2016
Helpful (1)
""Regional Resource Nurse""
Current Freelancer - Regional Resource RN in Bolingbrook, IL
I have been working at AMITA Health for more than 5 years
Pros
Flexible schedule with this position. Manager is supportive and reasonable. Most employees are friendly and compassionate. I like that it is a faith-based institution, more ethical in my opinion
Cons
Constant change to documentation. This can take away from patient care instead of adding to it.
Advice to Management
The pilot of primary care is not realistic, consistent or efficient. Delays in care occur when the nurse has to give medication and take everyone to the bathroom. Patients do not want to wait for their pain medication.
Helpful (1)",Sat May 14 2016 09:53:02 GMT-0400 (Eastern Daylight Time), Regional Resource RN,"Bolingbrook, IL",Current Freelancer ,Regional Resource Nurse,4.0,,,,,,Health Adventist Medical Center Bolingbrook - AMITA
12,"November 4, 2015
""Food Service""
Current Employee - Food Service in Bolingbrook, IL
Doesn't Recommend
Negative Outlook
No opinion of CEO
I have been working at AMITA Health part-time for more than 3 years
Pros
You're surrounded by some very smart doctors. Not all the nurses are rude. Some are absolutely great and are doing what they're meant to do in life. ABH really cares about their employees- recognition, gifts, etc
Cons
Many rude nurses- they complain when you don't do something, but then went you do it they're unappreciated of it and are sassy. Census is not usually stable. Patients do not always come first- nurses and PCTs will walk straight in and out of ISOLATION rooms without protection and then into another room and will talk about patients negatively- not cool.
Advice to Management
Hire nurses who have a true passion for what they do
Helpful",Wed Nov 04 2015 05:30:08 GMT-0500 (Eastern Standard Time), Food Service,"Bolingbrook, IL",Current Employee ,Food Service,3.0,4.0,3.0,4.0,4.0,4.0,Health Adventist Medical Center Bolingbrook - AMITA
